clade_name,HD_10,HD_12,HD_13,HD_14,HD_15,HD_16,HD_17,HD_18,HD_19,HD_23,HD_24,HD_25,HD_29,HD_3,HD_32,HD_33,HD_34,HD_36,HD_37,HD_4,HD_41,HD_43,HD_44,HD_47,HD_49,HD_5,HD_53,HD_54,HD_56,HD_58,HD_59,HD_6,HD_62,HD_65,HD_68,HD_69,HD_70,HD_72,HD_73,HD_77,HD_78,LD_1,LD_10,LD_13,LD_17,LD_18,LD_19,LD_20,LD_21,LD_24,LD_26,LD_27,LD_28,LD_30,LD_32,LD_36,LD_39,LD_40,LD_41,LD_44,LD_46,LD_49,LD_50,LD_51,LD_52,LD_53,LD_54,LD_56,LD_58,LD_59,HD_79,HD_81,LD_6,LD_61,LD_63,LD_64,LD_65,LD_67,LD_69,LD_7,LD_70,LD_71,LD_73,LD_77,LD_78,LD_79,LD_81,LD_83,LD_85,LD_86,LD_87,LD_88,LD_89,LD_92,LD_95,LD_97,LD_98
Verrucomicrobiales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31956,0.0,0.4034,0.0,0.0,0.0,0.0,0.00029,0.10391,0.0,7.81547,1.80063,0.0,0.0,0.00273,0.0,0.0,0.0,0.36403,0.00556,0.0,0.0,0.0,0.00313,0.0,0.288,0.04648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21182,0.0,0.0,0.0,0.00395,0.0,0.0,0.00793,0.0,0.16715,1.46565,0.0,0.0,0.0,0.0,0.09487,0.0,0.02959,0.00512,0.0,0.0,0.77196,0.0,0.10082,0.0,0.0,0.0,0.04841,0.80016,0.06969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05543,0.0,0.0,0.0,0.00111,1.51055,0.00721,0.00102,0.0,0.00732,0.0,0.0,0.0,0.03079,0.0
Bacillales,0.00446,0.0,0.0,0.0,0.0,0.40303,0.16945,0.98774,0.15643,0.0,0.0,0.0,0.09596,0.0,0.11464,1.95623,0.12195,0.0,0.01845,0.0,0.0046,0.52935,0.0,8.19803,0.0,0.05946,0.65349,0.01962,0.0,0.0,0.0,0.0,0.01047,0.0,0.0,0.0,0.0,0.73083,0.0,0.0,0.0,0.12092,0.0,0.0,0.04148,0.0,0.00334,0.13117,0.0,0.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00455,0.0,0.0,0.0,0.02531,0.0,0.00309,0.0,0.0,0.0,0.0,0.00056,0.53319,0.0,0.0,0.0,0.57047,0.0,0.0,7e-05,0.0,0.0,0.0,0.61164,0.00193,0.0,0.04252,0.07426,0.0,0.00102,0.0,0.0,0.00036,0.0,0.0,0.0,1.52177,0.0
Coriobacteriales,0.0,0.07232,0.0,0.01503,0.0,0.05014,0.0,0.27927,0.0,0.13625,0.15266,0.0,0.11725,0.01642,0.11251,0.1534,0.0,0.2416,0.09893,0.0901,0.06899,0.01571,0.02978,0.03211,0.0,0.01798,0.17413,0.07422,0.09611,0.15699,0.2833,0.0269,0.05436,0.0,0.00129,0.15749,0.02266,0.04895,0.03492,0.25783,0.03443,0.00046,0.0,0.00154,0.03794,0.0,0.01665,0.04151,0.00297,0.01087,0.16162,0.00934,0.00193,0.0,0.03728,0.07693,0.00846,0.0,0.0,0.02652,0.00273,0.06779,0.00516,0.0,0.04997,0.00812,0.01694,0.0,0.0,0.03272,0.75872,0.06748,0.0,0.03097,0.02597,0.0,0.05981,0.02508,0.0,0.11261,0.00372,0.0,0.07644,0.00783,0.01185,0.00668,0.3989,0.06903,0.00184,0.1527,0.0,0.03069,0.0,0.0423,0.00171,0.16111,0.0169
Chromatiales,0.07409,0.00092,0.0,0.0,0.0,0.03087,0.04313,0.00214,0.0,0.06178,0.02485,0.0,0.03676,0.0,0.02071,0.0,0.04735,0.02945,0.00975,0.00469,0.0,0.05031,0.01885,0.0,0.0,0.05699,0.03609,0.0,0.01201,0.10642,0.05022,0.04056,0.03099,0.057,0.01745,0.05645,0.0273,0.01157,0.01515,0.0,0.01761,0.12481,0.01001,0.0,0.02748,0.0,0.0,0.0,0.0,0.00798,0.00104,0.0,0.0,0.00713,0.0,0.0,0.05981,0.0,0.02213,0.01994,0.01394,0.0,0.0,0.00602,0.00732,0.0,0.0,0.0,0.0,0.00131,0.02387,0.0,0.0,0.0,0.0,0.0,0.0,0.01926,0.0,0.00327,0.00411,0.0,0.04505,0.0,0.0,0.0,0.05002,0.07458,0.02137,0.00422,0.0,0.0,0.12371,0.0,0.08505,0.02845,0.0
Hyphomicrobiales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02535,0.0683,0.0,0.0,0.0,0.0,0.0,0.0,0.0063,0.0,0.0,0.0,0.0,0.0,0.08073,0.0,0.28102,0.0,0.0,0.0,0.0,0.0,0.0,3.02863,0.0,0.0,0.0,0.0,0.0,0.0,0.0294,0.23068,0.00156,0.0,0.0,0.0,0.0,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02527,0.0,0.0,0.00457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00106,0.0,0.0005,0.0,0.0
Eggerthellales,0.02864,0.04483,0.0,0.0,0.07728,0.06101,0.17224,0.06368,0.00177,0.00055,0.01352,0.0,0.05102,0.0,0.04718,0.22346,0.14195,4.9013,0.01825,0.00471,0.01075,0.0,0.0,0.0,0.0,0.045,0.10371,0.16555,0.0176,0.0665,0.03076,0.0,0.30577,0.03631,0.07464,0.0193,0.01284,0.0628,0.03556,0.01212,0.03421,0.0138,0.0,0.0,0.02346,0.0,0.0,0.00119,0.0,0.15259,0.02848,0.03006,0.0,0.00369,0.0,0.06473,0.02482,0.0,0.00234,0.00287,0.0,0.02389,0.0,0.01342,7.15719,0.00332,0.0,0.0,0.00196,0.00283,0.04566,0.08541,0.0,0.01772,0.00944,0.0,0.0,0.04363,0.02973,0.0,0.00311,0.0,0.01026,0.0,0.00068,0.01337,0.06238,0.01104,0.00314,0.00588,0.0,0.00704,0.0,0.02564,0.01544,0.24726,0.0
Sphingomonadales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00998,0.0,0.0,0.0,0.0,0.0,0.00151,0.0,0.0,0.0,0.0,0.0,0.00104,0.0,0.01206,0.0,0.0,0.00114,0.0,0.0,0.00421,0.02605,0.01365,0.00021,0.0,0.0,0.0,0.0,0.00316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00554,0.0,0.0,0.0,0.0,0.02237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Enterobacterales,0.64903,0.66167,0.07932,0.40412,2.29797,0.02625,0.19208,6.08825,0.01969,0.06856,0.96658,11.21442,0.34891,0.23917,0.01296,0.13199,0.30868,0.13606,0.34836,0.02833,0.04318,1.56554,0.10047,0.00609,0.37085,0.25142,0.02663,0.76969,1.28935,0.06204,0.34976,0.82173,0.02479,0.36399,0.01001,0.02236,0.44316,0.0983,0.11624,0.08995,0.94955,0.07125,5.86387,0.01618,2.47507,78.50101,3.05032,0.22247,2.29754,0.0005,1.13752,1.25094,50.74346,0.35844,6.44428,0.07767,0.00056,0.0,0.05857,0.57071,0.19361,0.09789,21.38642,6.09033,6.80868,0.02405,0.00916,0.0,0.03534,0.62028,1.19014,0.0485,5.28217,1.63047,0.0,0.01341,6.67548,0.03172,2.10572,0.18292,0.59682,0.0,1.56128,0.2737,0.09192,1.89435,0.89723,0.04262,0.66412,3.3928,0.01835,29.1143,5.2638,1.04216,0.00556,0.0,2.09575
Neisseriales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00101,0.0,0.0,0.8292,0.08797,0.0,0.00042,0.0,0.0,0.0,0.0,0.0,0.00471,0.0,0.0,0.03782,0.0,0.0,0.00211,0.02958,0.0,0.05854,0.01965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00081,0.0,0.00319,0.0,0.0,0.01389,0.00257,0.06637,0.0019,0.0,0.0,0.0029,0.0,0.01604,0.0,0.00276,0.00107,0.0,0.0
Flavobacteriales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01075,0.0,0.0,0.0,0.0,0.05267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05855,0.0,0.0,0.07665,0.0,0.0,0.0,0.01442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03662,0.0,0.0,0.0,0.00037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01109
Victivallales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05736,0.0,0.0,0.05242,0.0,0.00928,0.0,0.0,0.0,0.0,0.0,0.10289,0.0,0.01094,0.0,0.03654,0.0,0.04666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85665,0.00129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00052,0.0,0.0,0.0,0.0,0.0027,0.0,0.0,0.0,0.0,0.0,0.0,0.15954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05645,0.0
Synergistales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95067,0.0,0.0,0.0,0.0,0.00395,0.0,0.0,0.00725,0.14885,0.08987,0.24645,0.0,0.00526,0.00481,0.0,0.0,0.0,0.07634,0.00074,0.0,0.0,0.0,0.10465,0.01824,0.01078,0.0,0.0,0.0,0.0,0.0,0.0,0.00093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01448,0.0,0.0,0.0,0.0,0.07179,0.00646,0.0138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00419,0.18139,0.0,0.0,0.00992,0.0,0.0,0.0,0.00139,0.0,0.0,0.0
Pseudomonadales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4009,0.0,0.16639,0.93789,0.0,0.27463,0.0,0.0,0.0,0.0,0.2172,0.01895,0.23776,0.01692,0.0,0.56314,0.0,0.44958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00085,0.0,0.0,0.0,0.0,0.01565,0.0,0.0,0.0,0.0,0.0,0.0,0.78877,0.0,0.0,0.0,0.0,0.67902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tissierellales,0.03693,0.01639,0.0,0.0,0.0,0.0,0.0,0.00071,0.0,0.0013,0.0,0.0,0.0,0.0,0.0,0.01956,0.0,0.0,0.00447,0.0,0.0,0.0,0.0,0.0,0.0,0.01397,0.0,0.0,0.0,0.00433,0.0,0.0,0.33716,0.0,0.0,0.0,0.0,0.00321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04837,0.0,0.0,0.0,0.0,0.04128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00672,0.57868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sphingobacteriales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07127,0.0,0.0,0.0,0.0,0.0,0.0,0.00277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campylobacterales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08317,0.0,0.0,0.2142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00071,0.0,0.0,0.0,0.84084,0.0,0.03967,0.1484,0.01233,0.0,0.0,0.0,0.0,0.0128,0.0,0.0,0.02129,0.0,0.29313,0.0,0.0,0.02394,0.27239,0.00021,0.50232,0.08371,0.0,0.0,0.0,0.0,0.0,0.0,0.24342,0.0,0.00092,0.0,0.0,0.0,0.0,0.33153,0.0,0.0,0.03692,0.18221,0.04054,0.0,0.0,0.02833,0.00039,0.06782,0.01155,0.0,0.07544,0.0,0.00071,0.0
Candidatus_Borkfalkiales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00208,0.0,0.0,0.0,0.00582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aeromonadales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00255,0.0,0.0,0.0,0.0,0.0,0.0044,0.0,0.0,0.0,0.0,0.00557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69767,0.0,0.0,0.0,0.0,0.0,0.0,2.23853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00144,0.0,0.00019,0.0,0.0,0.0,0.0,0.0,0.0,0.00156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33465,0.0,0.0,0.0,0.0,0.00234,0.0,0.0,0.0031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Candidatus_Saccharibacteria_unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00415,0.0,0.0,0.0,0.00465,0.0,0.0,0.0,0.0,0.0,0.0,0.00137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00469,0.0,0.0,0.0,0.0,0.00699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033,0.00487,0.0,0.0,0.0,0.0,0.0,0.00132,0.01105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00951,0.00574,0.01238,0.00995,0.0,0.0,0.0,0.0,0.00349,0.0,0.00649,0.00454,0.0,0.0
